PhraseID,LevelID,LevelName_EN,TopicName_EN,SubtopicName_EN,Esperanto,English,日本語,中文,한국어,Русский язык
3292,1,Beginner 1,Food,Vegetables,Mi ne ŝatas cepojn,I don't like onions.,玉ねぎは苦手です。,我不喜欢洋葱。,저는 양파를 좋아하지 않아요.,Мне не нравится лук.
3293,1,Beginner 1,Food,Vegetables,Mi prenos la legoman stufaĵon,I'll have the vegetable stew.,野菜のシチューをお願いします。,我要一份蔬菜炖菜。,야채 스튜로 할게요.,Я буду овощное рагу.
3294,2,Beginner 2,Food,Vegetables,Mi ŝatas celerion,I like celery.,セロリが好きです。,我喜欢芹菜。,저는 셀러리를 좋아해요.,Мне нравится сельдерей.
3295,2,Beginner 2,Food,Vegetables,Mi ankaŭ ŝatas ajlon,I like garlic too.,私もニンニクが好きです。,我也喜欢大蒜。,저도 마늘을 좋아해요.,Мне тоже нравится чеснок.
3296,2,Beginner 2,Food,Vegetables,Ŝi ne ŝatas kukurbon,She doesn't like pumpkin.,彼女はかぼちゃが好きではありません。,她不喜欢南瓜。,그녀는 호박을 좋아하지 않아요.,Ей не нравится тыква.
3297,2,Beginner 2,Food,Vegetables,Mi prenos karotojn,I'll have some carrots.,にんじんをいただきます。,我要一些胡萝卜。,당근 좀 주세요.,Я буду морковь.
3298,4,Intermediate 2,Food,Vegetables,Li havos kelkajn tomatojn,He will have some tomatoes.,彼はトマトをいくつか食べます。,他要一些西红柿。,그는 토마토를 좀 먹을 거예요.,Он будет помидоры.
3299,6,Advanced 1,Food,Vegetables,Mi preferas florbrasikon al brokolo,I prefer cauliflower to broccoli.,私はブロッコリーよりカリフラワーのほうが好きです。,我更喜欢花椰菜而不是西兰花。,저는 브로콜리보다 콜리플라워를 더 좋아해요.,Я предпочитаю цветную капусту брокколи.
3300,4,Intermediate 2,Food,Vegetables,Ĉu vi ŝatas fungan supon?,Do you like mushroom soup?,きのこのスープはお好きですか？,你喜欢蘑菇汤吗？,버섯수프 좋아하세요?,Тебе нравится грибной суп?
3301,5,Intermediate 3,Food,Vegetables,Mi ŝatas terpoman supon,I like potato soup.,ポテトスープが好きです。,我喜欢土豆汤。,저는 감자수프를 좋아해요.,Мне нравится картофельный суп.
3302,4,Intermediate 2,Food,Vegetables,Mi ŝatas paprikon,I like sweet pepper.,パプリカが好きです。,我喜欢甜椒。,저는 파프리카를 좋아해요.,Мне нравится сладкий перец.
3303,4,Intermediate 2,Food,Vegetables,Mi ne ŝatas melongenon,I don't like aubergine.,ナスはあまり好きではありません。,我不喜欢茄子。,저는 가지를 좋아하지 않아요.,Мне не нравится баклажан.
3304,5,Intermediate 3,Food,Vegetables,Mi ankaŭ prenos brasikon,I'll have some cabbage too.,私もキャベツをいただきます。,我也要一些卷心菜。,저도 양배추 좀 주세요.,Я тоже буду капусту.
3305,5,Intermediate 3,Food,Vegetables,Mi prenos spinacon,I will have some spinach.,ほうれん草をいただきます。,我要一些菠菜。,시금치를 좀 먹을게요.,Я буду шпинат.
3306,5,Intermediate 3,Food,Vegetables,Ŝi prenos la azian legoman buljonon,She will have the Asian vegetable broth.,彼女はアジアン野菜スープをいただきます。,她要一份亚洲风味蔬菜汤。,그녀는 아시아식 야채 육수로 할 거예요.,Она будет азиатский овощной бульон.
3307,6,Advanced 1,Food,Vegetables,Mi ŝatus iom da dolĉa maizo,I'd like some sweetcorn.,スイートコーンをください。,我想要一些甜玉米。,스위트콘 좀 주세요.,Я бы хотел кукурузу.
3308,6,Advanced 1,Food,Vegetables,Mi ŝatus peklitajn kukumojn,I'd like some pickled cucumbers.,ピクルスをお願いします。,我想要一些腌黄瓜。,오이 피클 좀 주세요.,Я бы хотел солёных огурцов.
3309,8,Advanced 3,Food,Vegetables,Ni dividu ĉi tiun sandviĉon kun laktuko,Let's share this lettuce sandwich.,このレタスサンドを一緒に食べよう。,我们一起分享这个生菜三明治吧。,이 양상추 샌드위치를 함께 나눠 먹어요.,Давай съедим этот сэндвич с салатом напополам.
3310,8,Advanced 3,Food,Vegetables,Ne uzu tro multe da akra kapsiko,Don't use too much chilli.,唐辛子を入れすぎないでください。,不要放太多辣椒。,고추를 너무 많이 넣지 마세요.,Не кладите слишком много чили.
3311,6,Advanced 1,Food,Vegetables,"Mi prenos tomatsupon, bonvolu","I'll have some tomato soup, please.",トマトスープをお願いします。,请给我来点番茄汤。,토마토 수프 좀 주세요.,"Я хочу томатный суп, пожалуйста."
3312,8,Advanced 3,Food,Vegetables,Mi ŝatus la francan cepan supon,I'd like the French onion soup.,フレンチオニオンスープをお願いします。,我想要一份法式洋葱汤。,프렌치 어니언 수프로 주세요.,Я бы хотела французский луковый суп.
3313,6,Advanced 1,Food,Vegetables,Mi ŝatus la panumitan kukurbeton,I'd like the breaded courgette.,ズッキーニのフライをお願いします。,我要一份炸西葫芦。,빵가루를 입힌 주키니를 주세요.,Я бы хотела цукини в панировке.
3314,8,Advanced 3,Food,Vegetables,"Mi ŝatus la betojn kun kapra fromaĝo, mi petas","I'd like the beetroots with goat cheese, please.",ビーツとゴートチーズをお願いします。,我要一份甜菜配山羊奶酪，谢谢。,비트와 염소 치즈로 주세요.,"Я бы хотел свёклу с козьим сыром, пожалуйста."
3315,7,Advanced 2,Food,Vegetables,Ili volus kelkajn kukumojn,They would like some cucumbers.,きゅうりを少しいただきたいそうです。,他们想要一些黄瓜。,그들은 오이를 좀 원해요.,Они хотели бы огурцы.
3316,7,Advanced 2,Food,Vegetables,"Mi pensas, ke mi prenos la kukurban supon",I think I'll have the pumpkin soup.,かぼちゃのスープをいただこうと思います。,我想要南瓜汤。,저는 호박수프로 할게요.,"Думаю, я буду тыквенный суп."
3317,7,Advanced 2,Food,Vegetables,Mi prenos la fungojn kun soja saŭco,I'll have the mushrooms with soya sauce.,きのこを醤油でお願いします。,我要一份蘑菇配酱油。,간장을 곁들인 버섯으로 주세요.,Я буду грибы с соевым соусом.
3318,7,Advanced 2,Food,Vegetables,Li prenos la brezitajn karotojn kaj kikerojn,He'll have the braised carrots and chickpeas.,彼はにんじんとひよこ豆の煮込みをお願いします。,他要一份红烧胡萝卜和鹰嘴豆。,그분은 당근과 병아리콩 조림으로 하시겠습니다.,Он будет тушёную морковь и нут.
3319,2,Beginner 2,Food,Staple Food & Spices,Mi ŝatas menton,I like mint.,ミントが好きです。,我喜欢薄荷。,저는 민트를 좋아해요.,Мне нравится мята.
3320,2,Beginner 2,Food,Staple Food & Spices,Mi provos tofuon,I'll try tofu.,豆腐を試してみます。,我想试试豆腐。,두부를 먹어볼게요.,Я попробую тофу.
3321,2,Beginner 2,Food,Staple Food & Spices,"Pastaĵojn, mi petas","Pasta, please.",パスタをお願いします。,请给我意大利面。,파스타 주세요.,"Пасту, пожалуйста."
3322,3,Intermediate 1,Food,Staple Food & Spices,Li preferas blankan pipron,He prefers white pepper.,彼は白こしょうの方が好きです。,他更喜欢白胡椒。,그는 백후추를 더 선호해요.,Он предпочитает белый перец.
3323,3,Intermediate 1,Food,Staple Food & Spices,Li ŝatas bazilion,He likes basil.,彼はバジルが好きです。,他喜欢罗勒。,그는 바질을 좋아해요.,Ему нравится базилик.
3324,3,Intermediate 1,Food,Staple Food & Spices,Ankaŭ ŝi ŝatas zingibron,She likes ginger too.,彼女も生姜が好きです。,她也喜欢姜。,그녀도 생강을 좋아해요.,Ей тоже нравится имбирь.
3325,2,Beginner 2,Food,Staple Food & Spices,Ni ĉiuj ŝatas vanilon,We all like vanilla.,私たちはみんなバニラが好きです。,我们都喜欢香草味。,우리 모두 바닐라를 좋아해요.,Всем нам нравится ваниль.
3326,3,Intermediate 1,Food,Staple Food & Spices,Mi ne povas manĝi tritikon,I can't eat wheat.,小麦は食べられません。,我不能吃小麦。,저는 밀을 먹을 수 없어요.,Мне нельзя пшеницу.
3327,4,Intermediate 2,Food,Staple Food & Spices,Mi prenos nudelojn,I'll have some noodles.,麺をいただきます。,我要一份面条。,면 요리로 할게요.,Я буду лапшу.
3328,4,Intermediate 2,Food,Staple Food & Spices,Ne uzu rosmarenon,Don't use rosemary.,ローズマリーは使わないでください。,不要用迷迭香。,로즈마리는 사용하지 마세요.,Не используйте розмарин.
3329,4,Intermediate 2,Food,Staple Food & Spices,Mi ankaŭ ŝatas panon kun sezamo,I like sesame bread too.,私もごまパンが好きです。,我也喜欢芝麻面包。,저도 참깨빵을 좋아해요.,Мне тоже нравится хлеб с кунжутом.
3330,4,Intermediate 2,Food,Staple Food & Spices,Li ŝatas kaperojn,He likes capers.,彼はケイパーが好きです。,他喜欢吃刺山柑。,그는 케이퍼를 좋아해요.,Ему нравятся каперсы.
3331,5,Intermediate 3,Food,Staple Food & Spices,Ŝi ne ŝatas erukon,She doesn't like rocket.,彼女はルッコラが好きではありません。,她不喜欢芝麻菜。,그녀는 루콜라를 좋아하지 않아요.,Ей не нравится руккола.
3332,5,Intermediate 3,Food,Staple Food & Spices,Mi prenos terpomojn,I'll have some potatoes.,ポテトをお願いします。,我要一些土豆。,감자 좀 주세요.,Я буду картофель.
3333,6,Advanced 1,Food,Staple Food & Spices,Mi prenos la kuskusan salaton,I will have the couscous salad.,クスクスサラダをお願いします。,我要一份库斯库斯沙拉。,쿠스쿠스 샐러드로 할게요.,Я буду салат с кускусом.
3334,5,Intermediate 3,Food,Staple Food & Spices,Li havos iom da faboj,He will have some beans.,彼は豆を少し食べます。,他要一些豆子。,그는 콩을 좀 먹을 거예요.,Он будет бобы.
3335,6,Advanced 1,Food,Staple Food & Spices,Mi preferas verdajn fazeolojn,I prefer green beans.,私はいんげん豆のほうが好きです。,我更喜欢吃四季豆。,저는 그린빈을 더 좋아해요.,Я предпочитаю зелёную фасоль.
3336,5,Intermediate 3,Food,Staple Food & Spices,Gustumu la safranan rizon,Try the saffron rice.,サフランライスをぜひお試しください。,试试藏红花米饭。,사프란 라이스를 한번 드셔보세요.,Попробуй рис с шафраном.
3337,6,Advanced 1,Food,Staple Food & Spices,Li ŝatas fazeolan supon,He likes bean soup.,彼は豆のスープが好きです。,他喜欢喝豆汤。,그는 콩 수프를 좋아해요.,Ему нравится фасолевый суп.
3338,10,Expert 2,Food,Staple Food & Spices,Mi ŝatas ĉiujn herbojn krom koriandro,I like all the herbs except coriander.,コリアンダー以外のハーブは全部好きです。,除了香菜，我喜欢所有的香草。,저는 고수를 제외한 모든 허브를 좋아해요.,"Мне нравятся все травы, кроме кинзы."
3339,6,Advanced 1,Food,Staple Food & Spices,Ili ne ŝatas paprikan saŭcon,They don't like paprika sauce.,彼らはパプリカソースが好きではありません。,他们不喜欢甜椒酱。,그들은 파프리카 소스를 좋아하지 않아요.,Им не нравится соус из паприки.
3340,8,Advanced 3,Food,Staple Food & Spices,"Mi pensas, ke mi prenos iom da pizoj",I think I'll have some peas.,えんどう豆を少しいただこうかな。,我想吃点豌豆。,저는 완두콩을 좀 먹을게요.,"Думаю, я буду горох."
3341,10,Expert 2,Food,Staple Food & Spices,"Mi pensas, ke mi prenos bakitajn terpomojn",I think I'll have some baked potatoes.,ベイクドポテトを食べようかな。,我想吃点烤土豆。,저는 구운 감자를 좀 먹을까 해요.,"Думаю, я буду запечённый картофель."
3342,10,Expert 2,Food,Staple Food & Spices,Ŝi prenos la stufitajn lentojn kaj legomojn,She will have the braised lentils and vegetables.,彼女はレンズ豆と野菜の煮込みをお願いします。,她要一份炖扁豆和蔬菜。,그분은 렌틸콩과 야채 조림으로 하시겠습니다.,Она будет тушёную чечевицу и овощи.
3343,8,Advanced 3,Food,Staple Food & Spices,Ŝi ŝatus fritojn,She'd like some fried potatoes.,フライドポテトをお願いします。,她想要一些薯条。,그녀는 감자튀김을 원해요.,Она бы хотела картофель-фри.
3344,8,Advanced 3,Food,Staple Food & Spices,Li volus iom da rizo,He would like some rice.,ご飯を少しいただきたいそうです。,他想要一些米饭。,그는 밥을 좀 먹고 싶어 해요.,Он бы хотел рис.
3345,8,Advanced 3,Food,Staple Food & Spices,Ŝi preferas nigran pipron,She prefers black pepper.,彼女は黒コショウの方が好きです。,她更喜欢黑胡椒。,그녀는 흑후추를 더 좋아해요.,Она предпочитает чёрный перец.
3346,10,Expert 2,Food,Staple Food & Spices,Ŝi preferas fiŝon kun petrosela saŭco,She prefers fish with parsley sauce.,彼女はパセリソースのかかった魚料理が好きです。,她喜欢配欧芹酱的鱼。,그녀는 파슬리 소스를 곁들인 생선을 더 좋아해요.,Она предпочитает рыбу с соусом из петрушки.
3347,1,Beginner 1,Food,Breakfast Food,Mi ŝatas cerealojn,I like cereals.,シリアルが好きです。,我喜欢吃麦片。,저는 시리얼을 좋아해요.,Мне нравятся злаки.
3348,1,Beginner 1,Food,Breakfast Food,"Buteron, mi petas","Butter, please.",バターをお願いします。,请给我黄油。,버터 주세요.,"Сливочное масло, пожалуйста."
3349,1,Beginner 1,Food,Breakfast Food,Mi prenos omleton,I'll have an omelette.,オムレツをお願いします。,我要一份煎蛋卷。,오믈렛으로 할게요.,Я буду омлет.
3350,1,Beginner 1,Food,Breakfast Food,Mi volas iom da lardo,I want some bacon.,ベーコンが食べたいです。,我想吃点培根。,베이컨 좀 먹고 싶어요.,Я хочу немного бекона.
3351,2,Beginner 2,Food,Breakfast Food,Ĉu vi ŝatas mielon?,Do you like honey?,はちみつは好きですか？,你喜欢蜂蜜吗？,꿀을 좋아하세요?,Тебе нравится мёд?
3352,2,Beginner 2,Food,Breakfast Food,Mi ŝatas ĵeleon,I like jelly.,ゼリーが好きです。,我喜欢果冻。,저는 젤리를 좋아해요.,Мне нравится желе.
3353,2,Beginner 2,Food,Breakfast Food,Mi ŝatas mocarelon,I like mozzarella.,モッツァレラチーズが好きです。,我喜欢马苏里拉奶酪。,저는 모짜렐라 치즈를 좋아해요.,Мне нравится моцарелла.
3354,2,Beginner 2,Food,Breakfast Food,Li ŝatas vaflojn,He likes waffles.,彼はワッフルが好きです。,他喜欢华夫饼。,그는 와플을 좋아해요.,Ему нравятся вафли.
3355,3,Intermediate 1,Food,Breakfast Food,Mi trinkos teon,I'll have some tea.,お茶をいただきます。,我想喝点茶。,차 한 잔 마실게요.,Я буду чай.
3356,3,Intermediate 1,Food,Breakfast Food,Mi preferas frititajn ovojn,I prefer fried eggs.,目玉焼きのほうが好きです。,我更喜欢煎蛋。,저는 계란 프라이를 더 좋아해요.,Я предпочитаю яичницу.
3357,3,Intermediate 1,Food,Breakfast Food,Mi ŝatus kolbasojn,I'd like some sausages.,ソーセージをください。,我想要一些香肠。,소시지 좀 주세요.,Я бы хотела сосиски.
3358,3,Intermediate 1,Food,Breakfast Food,Ŝi ŝatus kelkajn avenajn biskvitojn,She would like some oat biscuits.,彼女はオートビスケットを少し欲しがっています。,她想要一些燕麦饼干。,그녀는 오트 비스킷을 좀 원해요.,Она бы хотела овсяное печенье.
3359,7,Advanced 2,Food,Breakfast Food,Mi ŝatas ŝorbeton,I like sorbet.,シャーベットが好きです。,我喜欢雪葩。,저는 셔벗을 좋아해요.,Мне нравится сорбет.
3360,4,Intermediate 2,Food,Breakfast Food,Li ŝatas krespojn,He likes crepes.,彼はクレープが好きです。,他喜欢可丽饼。,그는 크레페를 좋아해요.,Ему нравятся блинчики.
3361,4,Intermediate 2,Food,Breakfast Food,Ŝi ŝatas biskvitojn,She likes biscuits.,彼女はビスケットが好きです。,她喜欢饼干。,그녀는 비스킷을 좋아해요.,Ей нравится печенье.
3362,4,Intermediate 2,Food,Breakfast Food,Ŝi ŝatas benjetojn,She likes doughnuts.,彼女はドーナツが好きです。,她喜欢甜甜圈。,그녀는 도넛을 좋아해요.,Ей нравятся пончики.
3363,5,Intermediate 3,Food,Breakfast Food,Ĉu vi manĝas dolĉajn bulkojn por matenmanĝo?,Do you eat buns for breakfast?,朝食に甘い菓子パンを食べますか？,你早餐会吃甜面包吗？,아침 식사로 달콤한 롤빵을 드시나요?,Ты ешь сдобные булочки на завтрак?
3364,5,Intermediate 3,Food,Breakfast Food,"Blankan panon, mi petas","White bread, please.",食パンをお願いします。,请给我白面包。,흰빵으로 주세요.,"Белый хлеб, пожалуйста."
3365,5,Intermediate 3,Food,Breakfast Food,"Nigran panon, mi petas","Black bread, please.",黒パンをお願いします。,请给我黑面包。,흑빵으로 주세요.,"Чёрный хлеб, пожалуйста."
3366,5,Intermediate 3,Food,Breakfast Food,"Hejmfaritan panon, bonvolu","Homemade bread, please.",自家製のパンをお願いします。,请来一份自制面包。,수제 빵으로 부탁합니다.,"Домашний хлеб, пожалуйста."
3367,6,Advanced 1,Food,Breakfast Food,Mi ŝatus la rizan pudingon,I'd like the rice pudding.,ライスプディングをお願いします。,我想要米布丁。,라이스 푸딩으로 주세요.,Я бы хотела рисовый пудинг.
3368,6,Advanced 1,Food,Breakfast Food,Mi ŝatus patkukojn kun acera siropo,I'd like some pancakes with maple syrup.,メープルシロップをかけたパンケーキをお願いします。,我想要一些配枫糖浆的煎饼。,메이플 시럽을 곁들인 팬케이크를 주세요.,Я бы хотел блины с кленовым сиропом.
3369,6,Advanced 1,Food,Breakfast Food,Ni ŝatus du tasojn da varma ĉokolado,We'd like two cups of hot chocolate.,ホットチョコレートを2杯お願いします。,我们要两杯热巧克力。,핫초코 두 잔 주세요.,Мы хотим две чашки горячего шоколада.
3370,6,Advanced 1,Food,Breakfast Food,Ĉu vi manĝas kornajn bulkojn ĉiutage?,Do you eat croissants every day?,毎日クロワッサンを食べますか？,你每天都吃可颂吗？,매일 크루아상을 드시나요?,Ты ешь круассаны каждый день?
3371,4,Intermediate 2,Food,Breakfast Food,Ŝi ankaŭ ŝatas margarinon,She likes margarine too.,彼女もマーガリンが好きです。,她也喜欢人造黄油。,그녀도 마가린을 좋아해요.,Ей тоже нравится маргарин.
3372,9,Expert 1,Food,Breakfast Food,Mi volas iom da kazeo,I want some cottage cheese.,カッテージチーズが食べたいです。,我想吃点白软干酪。,코티지 치즈가 먹고 싶어요.,Я хочу творог.
3373,7,Advanced 2,Food,Breakfast Food,Mi komencos per salato,I'll start with a salad.,まずはサラダをお願いします。,我先来一份沙拉。,샐러드부터 시작할게요.,Я начну с салата.
3374,7,Advanced 2,Food,Breakfast Food,Mi prenos kafon kun lakto,I'll have some coffee with milk.,ミルク入りのコーヒーをお願いします。,我要一杯加牛奶的咖啡。,저는 우유를 넣은 커피로 할게요.,Я буду кофе с молоком.
3375,9,Expert 1,Food,Breakfast Food,Ŝi trinkos iom da senkafeina kafo,She will have some decaf coffee.,彼女はカフェインレスコーヒーをいただきます。,她要一杯无咖啡因咖啡。,그녀는 디카페인 커피를 마실 거예요.,Она будет кофе без кофеина.
3376,7,Advanced 2,Food,Breakfast Food,Li manĝos kirlovaĵon,He will have some scrambled eggs.,彼はスクランブルエッグをいただきます。,他要来点炒蛋。,그분은 스크램블 에그로 하시겠습니다.,Он будет яичницу-болтунью.
3377,9,Expert 1,Food,Breakfast Food,"Iom da jogurto por mia filino, mi petas","Some yoghurt for my daughter, please.",娘にヨーグルトをお願いします。,请给我女儿来点酸奶。,제 딸에게 요구르트 좀 주세요.,"Йогурт для моей дочери, пожалуйста."
3378,9,Expert 1,Food,Breakfast Food,Ŝi preferas teon kun artefarita dolĉigilo,She prefers tea with artificial sweetener.,彼女は人工甘味料を入れた紅茶が好きです。,她喜欢在茶里加代糖。,그녀는 인공 감미료를 넣은 차를 더 좋아해요.,Она предпочитает чай с сахарозаменителем.
3379,2,Beginner 2,Shopping,At the Department Store,Malfermita la tutan tagon,Open all day,終日営業,全天营业,하루 종일 영업합니다.,Открыто весь день
3380,2,Beginner 2,Shopping,At the Department Store,"Pardonu, ni estas fermitaj","Sorry, we are closed.",申し訳ありませんが、ただいま閉店しております。,抱歉，我们已打烊。,"죄송합니다, 영업이 종료되었습니다.","Извините, мы закрыты."
3381,2,Beginner 2,Shopping,At the Department Store,Nun estas rabatvendo,It's sales time.,今はセール中です。,促销季到了。,세일 기간입니다.,Сейчас время распродаж.
3382,2,Beginner 2,Shopping,At the Department Store,Kie estas la elirejo?,Where is the exit?,出口はどこですか。,出口在哪里？,출구가 어디에 있나요?,Где выход?
3383,4,Intermediate 2,Shopping,At the Department Store,Malfermita 24 horojn ĉiutage,Open 24 hours a day,24時間営業,全天24小时营业,24시간 영업합니다.,Открыто 24 часа в сутки
3384,4,Intermediate 2,Shopping,At the Department Store,Ĉu vi estas malfermitaj sabate?,Are you open on Saturday?,土曜日は営業していますか？,你们周六营业吗？,토요일에도 영업하시나요?,Вы открыты в субботу?
3385,4,Intermediate 2,Shopping,At the Department Store,Kiam vi malfermiĝas?,When do you open?,何時に開店しますか？,你们几点开门？,언제 영업을 시작하나요?,Когда вы открываетесь?
3386,4,Intermediate 2,Shopping,At the Department Store,Je kioma horo vi fermiĝas?,What time do you close?,何時に閉店しますか？,你们几点关门？,몇 시에 문을 닫나요?,Во сколько вы закрываетесь?
3387,6,Advanced 1,Shopping,At the Department Store,Sur kiu etaĝo troviĝas la brakhorloĝoj?,What floor are the watches on?,時計売り場は何階ですか？,请问手表在几楼？,시계는 몇 층에 있나요?,На каком этаже наручные часы?
3388,6,Advanced 1,Shopping,At the Department Store,Sur la dua etaĝo,On the second floor.,2階にあります。,在二楼。,2층에 있어요.,На втором этаже.
3389,6,Advanced 1,Shopping,At the Department Store,La butikoj estas fermitaj post la dua horo posttagmeze,The shops are closed after two p.m.,午後2時以降はお店が閉まっています。,商店下午两点以后就关门了。,가게들은 오후 2시 이후에는 문을 닫아요.,Магазины закрыты после двух часов дня.
3390,6,Advanced 1,Shopping,At the Department Store,"Ni estas malfermitaj de la 9-a ĝis la 17-a, de lundo ĝis vendredo","We're open from 9 a.m. to 5 p.m, Monday to Friday.",月曜日から金曜日の午前9時から午後5時まで営業しております。,我们营业时间为周一至周五，上午9点至下午5点。,저희는 월요일부터 금요일까지 오전 9시부터 오후 5시까지 영업합니다.,"Мы открыты с 9 утра до 5 вечера, с понедельника по пятницу."
3391,9,Expert 1,Shopping,At the Department Store,Ĉu estas senimposta butiko proksime?,Is there a tax-free shop nearby?,近くに免税店はありますか？,附近有免税店吗？,근처에 면세점이 있나요?,Поблизости есть магазин беспошлинной торговли?
3392,7,Advanced 2,Shopping,At the Department Store,Kie estas la plej proksima librejo?,Where is the nearest bookshop?,一番近い本屋はどこですか。,最近的书店在哪里？,가장 가까운 서점이 어디에 있나요?,Где ближайший книжный магазин?
3393,7,Advanced 2,Shopping,At the Department Store,Kie estas la fako de ŝtofoj?,Where is the fabric department?,生地売り場はどこですか。,请问布料区在哪里？,원단 코너가 어디에 있나요?,Где отдел тканей?
3394,7,Advanced 2,Shopping,At the Department Store,Kie estas la sekcio de subvestoj?,Where is the underwear department?,下着売り場はどこですか。,内衣区在哪里？,속옷 매장은 어디에 있나요?,Где отдел нижнего белья?
3395,8,Advanced 3,Shopping,At the Department Store,Kie estas la kosmetika fako?,Where is the cosmetics department?,化粧品売り場はどこですか。,化妆品区在哪里？,화장품 매장은 어디에 있나요?,Где находится отдел косметики?
3396,8,Advanced 3,Shopping,At the Department Store,Ĝi estas ĝuste tie,It's right there.,そこにあります。,就在那儿。,바로 저기 있어요.,Он вон там.
3397,7,Advanced 2,Shopping,At the Department Store,La kaso estas tie,The checkout counter is over there.,レジはあちらにあります。,收银台在那边。,계산대는 저쪽에 있어요.,Касса там.
3398,8,Advanced 3,Shopping,At the Department Store,"Ni estas malfermitaj de la 10-a matene ĝis la 8-a vespere, sep tagojn semajne","We're open from 10 a.m. to 8 p.m, seven days a week.",年中無休で午前10時から午後8時まで営業しております。,我们每天上午10点到晚上8点营业。,저희는 매일 오전 10시부터 오후 8시까지 영업합니다.,"Мы открыты с 10 утра до 8 вечера, семь дней в неделю."
3399,8,Advanced 3,Shopping,At the Department Store,Ĝis kioma horo vi estas malfermitaj labortage?,How late are you open on weekdays?,平日は何時まで営業していますか？,你们平日营业到几点？,평일에는 몇 시까지 영업하나요?,До которого часа вы открыты по будням?
3400,8,Advanced 3,Shopping,At the Department Store,La butikoj estas malfermitaj ĝis la dua,The shops are open till two o'clock.,お店は2時まで開いています。,商店营业到两点。,가게들은 두 시까지 영업해요.,Магазины открыты до двух часов.
3401,9,Expert 1,Shopping,At the Department Store,Ĉu estas magazeno proksime?,Is there a department store nearby?,近くにデパートはありますか？,附近有百货商店吗？,근처에 백화점이 있나요?,Поблизости есть универмаг?
3402,9,Expert 1,Shopping,At the Department Store,Ĉu vi havas sekcion de virinaj vestoj?,Have you got a women's clothing department?,婦人服売り場はありますか？,请问有女装部吗？,여성 의류 매장이 있나요?,У вас есть отдел женской одежды?
3403,9,Expert 1,Shopping,At the Department Store,Kie estas la mebla sekcio?,Where is the furniture department?,家具売り場はどこですか。,请问家具部在哪里？,가구 매장은 어디에 있나요?,Где мебельный отдел?
3404,10,Expert 2,Shopping,At the Department Store,Sur kiu etaĝo estas la nutraĵa sekcio?,On which floor is the food department?,食品売り場は何階ですか。,食品部在几楼？,식품 매장은 몇 층에 있나요?,На каком этаже продовольственный отдел?
3405,10,Expert 2,Shopping,At the Department Store,Ĝi estas sur la teretaĝo,It's on the ground floor.,1階にあります。,在一楼。,1층에 있어요.,На первом этаже.
3406,10,Expert 2,Shopping,At the Department Store,"Ĉu ĉi tie estas vendistoj, kiuj parolas la litovan?",Are there any salespeople who speak Lithuanian?,リトアニア語を話せる販売員はいますか？,有会说立陶宛语的销售人员吗？,리투아니아어를 할 줄 아는 판매원이 있나요?,"Здесь есть продавцы, которые говорят на литовском?"
3407,10,Expert 2,Shopping,At the Department Store,"Ĉu vi scias, kie alie mi povus provi?",Do you know anywhere else I could try?,他に試せそうな場所をご存知ですか？,你知道我还能去别的什么地方试试吗？,혹시 다른 어디에서 해볼 수 있을지 아시나요?,"Вы знаете, где ещё я могла бы попробовать?"
3408,10,Expert 2,Shopping,At the Department Store,Butikoŝtelistoj estos juĝe persekutataj,Shoplifters will be prosecuted,万引きは法的措置の対象となります,商店行窃者将被依法追究责任,상점 절도범은 법적 조치를 받습니다.,Воры будут привлечены к ответственности
3409,1,Beginner 1,Shopping,Clothes,Ĉu mi povas ĝin surprovi?,Can I try it on?,試着してもいいですか？,我可以试穿一下吗？,입어봐도 될까요?,Я могу его примерить?
3410,1,Beginner 1,Shopping,Clothes,Kia grandeco ĝi estas?,What size is it?,これは何サイズですか？,它是什么尺寸的？,사이즈가 어떻게 되나요?,Какой это размер?
3411,1,Beginner 1,Shopping,Clothes,Kiel ĝi aspektas?,How does it look?,どんな感じですか？,看起来怎么样？,어떻게 보이나요?,Как смотрится?
3412,1,Beginner 1,Shopping,Clothes,Ĝi konvenas al vi,It suits you.,お似合いですよ。,很适合你。,잘 어울려요.,Это вам идёт.
3413,1,Beginner 1,Shopping,Clothes,Ne gladu,Do not iron,アイロンをかけないでください,不可熨烫,다림질하지 마세요.,Не гладить
3414,1,Beginner 1,Shopping,Clothes,Ne blankigu,Do not bleach,漂白しないでください,不可漂白,표백하지 마세요.,Не отбеливать
3415,2,Beginner 2,Shopping,Clothes,Kie estas la T-ĉemizoj?,Where are the T-shirts?,Tシャツはどこにありますか？,T恤衫在哪里？,티셔츠는 어디에 있나요?,Где футболки?
3416,2,Beginner 2,Shopping,Clothes,Kia estas via grandeco?,What's your size?,サイズは何ですか？,你穿多大码？,사이즈가 어떻게 되세요?,Какой у вас размер?
3417,2,Beginner 2,Shopping,Clothes,Mia grandeco estas 8,I'm a size 8.,私は8号サイズです。,我穿8号。,저는 8사이즈예요.,У меня 8 размер.
3418,2,Beginner 2,Shopping,Clothes,Kie estas la provejo?,Where's the fitting room?,試着室はどこですか？,试衣间在哪里？,피팅룸이 어디에 있나요?,Где примерочная?
3419,3,Intermediate 1,Shopping,Clothes,Ĉu tio bone taŭgas?,Is that a good fit?,それは合っていますか？,这个合适吗？,그게 잘 맞을까요?,Хорошо подходит?
